"A_YEAR","B_COUNTRY","N_REGION_ISO","Q176","Q158","Q159","Q163","Q71","Q72","Q73","Q59","Q60","Q61","Q262","Q275","Q207","Q171","Q63","Q58","Q62","Q161","regions","Tech_convenience","Tech_future","Tech_impact","Tech_moral","Government","Political_party","Parliament","Neighborhood","Acquaintance","Stranger","Other_Nationality","Family","Other_Religion","Moral_uncertainty","Age","Education","Social_media_usage","Religious_service"
2017,840,840035,1,5,5,5,3,3,3,2,2,3,45,4,1,7,2,1,2,5,"Midwest",5,5,5,6,2,2,2,3,3,2,3,4,3,10,45,4,1,7
2017,840,840006,5,5,5,5,2,3,3,2,1,3,44,2,1,7,2,1,2,5,"West",5,5,5,6,3,2,2,3,4,2,3,4,3,6,44,2,1,7
2017,840,840038,5,8,9,5,3,3,3,3,3,3,38,3,1,2,3,3,3,7,"Northeast",8,9,5,4,2,2,2,2,2,2,2,2,2,6,38,3,1,2
2017,840,840006,3,7,2,5,4,3,4,2,1,2,63,3,2,7,1,1,2,5,"West",7,2,5,6,1,2,1,3,4,3,4,4,3,8,63,3,2,7
2017,840,840032,5,5,5,5,2,3,3,3,2,3,38,5,1,6,2,2,2,5,"Northeast",5,5,5,6,3,2,2,2,3,2,3,3,3,6,38,5,1,6
2017,840,840042,5,5,6,5,2,2,2,2,2,2,35,3,1,4,2,1,2,5,"South",5,6,5,6,3,3,3,3,3,3,3,4,3,6,35,3,1,4
2017,840,840015,2,10,10,5,4,4,4,3,3,4,30,4,1,7,2,2,2,4,"Midwest",10,10,5,7,1,1,1,2,2,1,3,3,3,9,30,4,1,7
2017,840,840035,1,5,5,5,4,3,3,3,2,3,28,3,3,7,2,2,3,1,"Midwest",5,5,5,10,1,2,2,2,3,2,3,3,2,10,28,3,3,7
2017,840,840027,8,2,6,5,1,3,3,1,2,3,57,2,4,3,2,2,1,6,"Midwest",2,6,5,5,4,2,2,4,3,2,3,3,4,3,57,2,4,3
2017,840,840027,5,6,7,5,3,3,3,1,1,2,73,3,5,2,2,1,2,5,"Midwest",6,7,5,6,2,2,2,4,4,3,3,4,3,6,73,3,5,2
2017,840,840039,5,7,8,5,3,3,3,2,1,3,41,5,1,5,1,1,1,1,"Northeast",7,8,5,10,2,2,2,3,4,2,4,4,4,6,41,5,1,5
2017,840,840041,5,5,5,5,2,3,2,2,2,3,44,4,1,7,3,2,2,5,"Midwest",5,5,5,6,3,2,3,3,3,2,2,3,3,6,44,4,1,7
2017,840,840025,5,5,7,5,1,3,3,2,2,3,35,4,3,4,3,1,3,8,"Midwest",5,7,5,3,4,2,2,3,3,2,2,4,2,6,35,4,3,4
2017,840,840005,5,5,5,5,2,2,2,2,2,2,61,8,2,4,2,1,2,5,"West",5,5,5,6,3,3,3,3,3,3,3,4,3,6,61,8,2,4
2017,840,840021,5,5,5,5,2,2,2,2,2,2,64,7,4,4,2,2,2,5,"Northeast",5,5,5,6,3,3,3,3,3,3,3,3,3,6,64,7,4,4
2017,840,840013,4,5,5,5,4,4,4,2,1,2,37,6,5,7,2,1,2,1,"Midwest",5,5,5,10,1,1,1,3,4,3,3,4,3,7,37,6,5,7
2017,840,840013,1,2,2,5,4,3,4,3,2,3,66,8,5,7,2,1,4,5,"Midwest",2,2,5,6,1,2,1,2,3,2,3,4,1,10,66,8,5,7
2017,840,840009,1,4,4,5,4,4,4,2,1,3,49,3,1,7,2,2,3,5,"South",4,4,5,6,1,1,1,3,4,2,3,3,2,10,49,3,1,7
2017,840,840025,5,5,6,5,2,3,4,2,2,4,46,4,1,7,3,1,3,1,"Midwest",5,6,5,10,3,2,1,3,3,1,2,4,2,6,46,4,1,7
2017,840,840015,1,7,9,5,1,2,3,2,2,2,32,3,5,5,3,2,3,9,"Midwest",7,9,5,2,4,3,2,3,3,3,2,3,2,10,32,3,5,5
2017,840,840035,5,5,7,5,2,3,4,2,1,3,55,3,1,7,3,1,2,5,"Midwest",5,7,5,6,3,2,1,3,4,2,2,4,3,6,55,3,1,7
2017,840,840024,3,5,8,5,3,3,3,3,2,3,50,4,1,4,3,1,3,5,"South",5,8,5,6,2,2,2,2,3,2,2,4,2,8,50,4,1,4
2017,840,840025,1,8,8,5,2,4,4,2,2,3,40,6,5,6,3,1,3,9,"Midwest",8,8,5,2,3,1,1,3,3,2,2,4,2,10,40,6,5,6
2017,840,840032,1,7,3,5,2,3,3,2,2,3,48,3,5,7,2,1,2,5,"Northeast",7,3,5,6,3,2,2,3,3,2,3,4,3,10,48,3,5,7
2017,840,840005,6,2,2,5,1,2,2,2,3,2,18,4,2,2,3,2,3,6,"West",2,2,5,5,4,3,3,3,2,3,2,3,2,5,18,4,2,2
2017,840,840038,6,6,7,5,2,3,3,2,2,2,63,3,3,7,2,2,2,5,"Northeast",6,7,5,6,3,2,2,3,3,3,3,3,3,5,63,3,3,7
2017,840,840038,10,4,3,5,2,3,3,2,2,2,81,3,1,2,2,1,2,10,"Northeast",4,3,5,1,3,2,2,3,3,3,3,4,3,1,81,3,1,2
2017,840,840043,3,6,6,5,3,3,3,3,2,4,39,6,1,4,3,2,3,3,"South",6,6,5,8,2,2,2,2,3,1,2,3,2,8,39,6,1,4
2017,840,840038,5,5,5,5,1,3,3,3,2,4,30,2,1,6,2,2,2,5,"Northeast",5,5,5,6,4,2,2,2,3,1,3,3,3,6,30,2,1,6
2017,840,840040,8,5,5,5,3,3,3,2,2,2,64,4,1,3,2,2,2,5,"South",5,5,5,6,2,2,2,3,3,3,3,3,3,3,64,4,1,3
2017,840,840032,5,5,5,5,4,4,4,2,2,2,40,7,1,7,1,1,2,5,"Northeast",5,5,5,6,1,1,1,3,3,3,4,4,3,6,40,7,1,7
2017,840,840042,5,5,5,5,2,3,3,2,2,3,35,3,1,6,2,2,3,5,"South",5,5,5,6,3,2,2,3,3,2,3,3,2,6,35,3,1,6
2017,840,840040,3,5,7,5,3,3,3,2,2,2,55,3,1,6,2,2,2,5,"South",5,7,5,6,2,2,2,3,3,3,3,3,3,8,55,3,1,6
2017,840,840022,5,6,6,5,4,3,3,4,3,3,37,3,1,3,3,2,3,6,"Midwest",6,6,5,5,1,2,2,1,2,2,2,3,2,6,37,3,1,3
2017,840,840013,5,5,5,5,1,4,4,2,2,3,42,4,1,2,3,1,2,5,"Midwest",5,5,5,6,4,1,1,3,3,2,2,4,3,6,42,4,1,2
2017,840,840028,6,8,4,5,2,2,2,4,3,4,30,6,3,3,4,1,4,8,"West",8,4,5,3,3,3,3,1,2,1,1,4,1,5,30,6,3,3
2017,840,840013,6,4,3,5,2,2,2,2,2,2,23,4,3,3,3,2,2,10,"Midwest",4,3,5,1,3,3,3,3,3,3,2,3,3,5,23,4,3,3
2017,840,840009,3,10,8,5,2,3,3,2,2,3,64,4,1,2,2,1,2,2,"South",10,8,5,9,3,2,2,3,3,2,3,4,3,8,64,4,1,2
2017,840,840038,1,5,6,5,2,3,4,2,1,2,68,7,5,2,2,1,2,8,"Northeast",5,6,5,3,3,2,1,3,4,3,3,4,3,10,68,7,5,2
2017,840,840014,4,5,5,5,1,3,3,3,2,4,47,3,5,7,3,2,3,5,"Midwest",5,5,5,6,4,2,2,2,3,1,2,3,2,7,47,3,5,7
2017,840,840019,2,4,6,5,2,3,3,2,3,3,26,5,5,7,3,1,3,5,"Northeast",4,6,5,6,3,2,2,3,2,2,2,4,2,9,26,5,5,7
2017,840,840005,7,6,10,5,3,3,3,2,2,3,58,5,5,3,2,2,2,10,"West",6,10,5,1,2,2,2,3,3,2,3,3,3,4,58,5,5,3
2017,840,840043,5,5,5,5,4,4,4,3,3,3,62,3,5,2,3,1,3,5,"South",5,5,5,6,1,1,1,2,2,2,2,4,2,6,62,3,5,2
2017,840,840031,5,6,5,5,4,4,4,3,2,3,27,4,3,7,3,2,3,5,"West",6,5,5,6,1,1,1,2,3,2,2,3,2,6,27,4,3,7
2017,840,840007,3,6,7,5,3,3,3,3,2,3,31,5,1,5,2,1,2,6,"Northeast",6,7,5,5,2,2,2,2,3,2,3,4,3,8,31,5,1,5
2017,840,840005,1,4,6,5,3,3,3,3,3,3,28,4,5,1,3,2,3,10,"West",4,6,5,1,2,2,2,2,2,2,2,3,2,10,28,4,5,1
2017,840,840031,5,5,9,5,3,3,3,3,2,3,22,3,1,2,2,2,2,5,"West",5,9,5,6,2,2,2,2,3,2,3,3,3,6,22,3,1,2
2017,840,840032,1,5,5,5,3,3,3,2,2,3,30,6,1,7,3,1,3,5,"Northeast",5,5,5,6,2,2,2,3,3,2,2,4,2,10,30,6,1,7
2017,840,840005,2,7,8,5,3,4,4,2,1,3,43,4,3,3,2,1,2,5,"West",7,8,5,6,2,1,1,3,4,2,3,4,3,9,43,4,3,3
2017,840,840031,8,5,5,5,3,3,3,2,1,3,59,3,5,3,2,1,2,5,"West",5,5,5,6,2,2,2,3,4,2,3,4,3,3,59,3,5,3
2017,840,840043,3,5,5,5,2,3,3,3,2,3,53,4,1,1,2,3,2,10,"South",5,5,5,1,3,2,2,2,3,2,3,2,3,8,53,4,1,1
2017,840,840013,5,5,8,5,3,3,3,2,2,2,31,3,5,5,2,2,2,5,"Midwest",5,8,5,6,2,2,2,3,3,3,3,3,3,6,31,3,5,5
2017,840,840028,5,5,5,5,3,3,3,2,2,4,31,3,1,3,2,1,3,5,"West",5,5,5,6,2,2,2,3,3,1,3,4,2,6,31,3,1,3
2017,840,840042,5,8,7,5,2,3,2,3,2,3,23,4,4,6,2,2,2,5,"South",8,7,5,6,3,2,3,2,3,2,3,3,3,6,23,4,4,6
2017,840,840005,3,6,8,5,2,2,2,3,2,3,27,6,3,1,3,1,3,6,"West",6,8,5,5,3,3,3,2,3,2,2,4,2,8,27,6,3,1
2017,840,840009,5,7,5,5,4,4,4,3,2,4,30,3,1,7,2,1,3,5,"South",7,5,5,6,1,1,1,2,3,1,3,4,2,6,30,3,1,7
2017,840,840009,8,4,7,5,4,3,3,2,2,4,31,7,1,6,2,1,2,7,"South",4,7,5,4,1,2,2,3,3,1,3,4,3,3,31,7,1,6
2017,840,840032,7,6,6,5,1,1,1,2,1,4,30,3,3,4,2,1,2,6,"Northeast",6,6,5,5,4,4,4,3,4,1,3,4,3,4,30,3,3,4
2017,840,840028,10,10,10,5,3,2,2,2,2,3,70,2,5,2,2,2,2,1,"West",10,10,5,10,2,3,3,3,3,2,3,3,3,1,70,2,5,2
2017,840,840005,6,4,4,5,2,3,3,4,1,2,35,4,5,4,1,1,2,3,"West",4,4,5,8,3,2,2,1,4,3,4,4,3,5,35,4,5,4
2017,840,840035,6,6,6,5,1,4,4,2,2,3,65,5,1,7,2,1,2,5,"Midwest",6,6,5,6,4,1,1,3,3,2,3,4,3,5,65,5,1,7
2017,840,840042,7,7,3,5,3,3,3,3,2,3,72,5,5,2,3,2,3,3,"South",7,3,5,8,2,2,2,2,3,2,2,3,2,4,72,5,5,2
2017,840,840009,7,4,6,5,3,4,4,2,2,3,70,4,5,7,3,1,3,5,"South",4,6,5,6,2,1,1,3,3,2,2,4,2,4,70,4,5,7
2017,840,840009,3,8,8,5,2,2,2,3,3,4,28,4,5,6,3,2,3,6,"South",8,8,5,5,3,3,3,2,2,1,2,3,2,8,28,4,5,6
2017,840,840009,5,6,6,5,4,3,3,2,2,3,33,4,2,7,3,1,3,5,"South",6,6,5,6,1,2,2,3,3,2,2,4,2,6,33,4,2,7
2017,840,840003,5,5,7,5,4,4,4,3,2,3,39,3,5,6,2,1,2,5,"West",5,7,5,6,1,1,1,2,3,2,3,4,3,6,39,3,5,6
2017,840,840022,2,5,7,5,3,3,3,2,2,3,44,5,1,7,2,2,2,4,"Midwest",5,7,5,7,2,2,2,3,3,2,3,3,3,9,44,5,1,7
2017,840,840030,2,5,10,5,4,4,4,3,3,3,49,4,1,7,2,3,2,5,"Northeast",5,10,5,6,1,1,1,2,2,2,3,2,3,9,49,4,1,7
2017,840,840032,7,6,6,5,3,3,2,4,2,3,18,4,1,7,2,3,2,7,"Northeast",6,6,5,4,2,2,3,1,3,2,3,2,3,4,18,4,1,7
2017,840,840005,3,3,5,5,3,3,3,3,2,4,28,3,1,7,2,2,3,2,"West",3,5,5,9,2,2,2,2,3,1,3,3,2,8,28,3,1,7
2017,840,840035,5,5,5,5,2,3,2,1,1,2,48,6,1,3,2,1,2,5,"Midwest",5,5,5,6,3,2,3,4,4,3,3,4,3,6,48,6,1,3
2017,840,840005,1,10,10,5,3,3,3,2,2,3,47,3,5,7,3,1,3,10,"West",10,10,5,1,2,2,2,3,3,2,2,4,2,10,47,3,5,7
2017,840,840038,6,6,6,6,3,3,3,2,2,3,69,3,1,2,2,2,2,6,"Northeast",6,6,6,5,2,2,2,3,3,2,3,3,3,5,69,3,1,2
2017,840,840043,3,5,5,6,3,3,4,2,2,3,61,4,2,2,3,2,2,8,"South",5,5,6,3,2,2,1,3,3,2,2,3,3,8,61,4,2,2
2017,840,840022,5,3,5,6,3,1,2,2,2,4,26,3,1,7,2,2,2,5,"Midwest",3,5,6,6,2,4,3,3,3,1,3,3,3,6,26,3,1,7
2017,840,840014,7,8,6,6,4,4,4,3,2,3,44,6,1,7,2,1,2,1,"Midwest",8,6,6,10,1,1,1,2,3,2,3,4,3,4,44,6,1,7
2017,840,840043,4,7,4,6,2,3,3,2,2,3,60,7,1,1,2,1,2,10,"South",7,4,6,1,3,2,2,3,3,2,3,4,3,7,60,7,1,1
2017,840,840037,10,5,5,6,3,3,4,2,2,3,70,4,1,7,2,2,2,1,"West",5,5,6,10,2,2,1,3,3,2,3,3,3,1,70,4,1,7
2017,840,840043,3,6,6,6,3,4,3,3,3,4,66,7,5,7,2,3,2,5,"South",6,6,6,6,2,1,2,2,2,1,3,2,3,8,66,7,5,7
2017,840,840023,9,6,7,6,4,3,3,1,1,2,81,4,5,2,1,1,1,5,"Midwest",6,7,6,6,1,2,2,4,4,3,4,4,4,2,81,4,5,2
2017,840,840009,7,8,8,6,2,3,3,2,2,1,61,6,1,2,2,2,2,7,"South",8,8,6,4,3,2,2,3,3,4,3,3,3,4,61,6,1,2
2017,840,840043,7,8,8,6,2,2,2,2,2,2,36,7,1,1,2,2,2,5,"South",8,8,6,6,3,3,3,3,3,3,3,3,3,4,36,7,1,1
2017,840,840033,7,10,10,6,4,4,4,3,2,3,47,4,1,4,3,1,3,9,"South",10,10,6,2,1,1,1,2,3,2,2,4,2,4,47,4,1,4
2017,840,840027,1,5,5,6,3,3,3,2,2,2,30,6,1,2,2,1,2,5,"Midwest",5,5,6,6,2,2,2,3,3,3,3,4,3,10,30,6,1,2
2017,840,840030,6,6,7,6,2,3,3,2,1,4,19,4,1,4,2,2,2,4,"Northeast",6,7,6,7,3,2,2,3,4,1,3,3,3,5,19,4,1,4
2017,840,840010,7,4,8,6,2,2,2,2,2,2,27,3,3,3,2,2,2,8,"South",4,8,6,3,3,3,3,3,3,3,3,3,3,4,27,3,3,3
2017,840,840038,3,5,7,6,2,3,3,3,2,3,42,7,1,7,3,2,3,8,"Northeast",5,7,6,3,3,2,2,2,3,2,2,3,2,8,42,7,1,7
2017,840,840005,7,10,10,6,3,3,3,2,2,1,27,6,2,7,2,1,2,7,"West",10,10,6,4,2,2,2,3,3,4,3,4,3,4,27,6,2,7
2017,840,840016,7,5,6,6,3,3,3,2,2,3,20,5,1,1,2,2,2,4,"Midwest",5,6,6,7,2,2,2,3,3,2,3,3,3,4,20,5,1,1
2017,840,840003,8,10,10,6,2,3,3,3,2,3,34,4,1,7,2,1,2,3,"West",10,10,6,8,3,2,2,2,3,2,3,4,3,3,34,4,1,7
2017,840,840006,7,7,7,6,1,3,2,2,2,3,32,4,4,7,2,2,2,7,"West",7,7,6,4,4,2,3,3,3,2,3,3,3,4,32,4,4,7
2017,840,840049,4,8,9,6,3,3,3,2,2,3,31,5,1,2,2,1,2,5,"Midwest",8,9,6,6,2,2,2,3,3,2,3,4,3,7,31,5,1,2
2017,840,840043,6,6,6,6,2,2,2,2,2,2,35,4,4,4,2,2,2,6,"South",6,6,6,5,3,3,3,3,3,3,3,3,3,5,35,4,4,4
2017,840,840013,7,8,8,6,2,3,3,3,1,3,28,6,1,4,3,1,3,8,"Midwest",8,8,6,3,3,2,2,2,4,2,2,4,2,4,28,6,1,4
2017,840,840015,5,7,7,6,3,3,3,2,2,3,19,4,2,4,2,2,2,4,"Midwest",7,7,6,7,2,2,2,3,3,2,3,3,3,6,19,4,2,4
2017,840,840049,8,4,4,6,1,3,3,2,2,3,27,4,1,2,3,1,3,4,"Midwest",4,4,6,7,4,2,2,3,3,2,2,4,2,3,27,4,1,2
2017,840,840006,5,5,6,6,1,3,4,3,2,4,19,4,1,7,2,1,2,7,"West",5,6,6,4,4,2,1,2,3,1,3,4,3,6,19,4,1,7
2017,840,840035,5,5,5,6,3,4,3,3,2,3,28,6,1,2,3,1,3,5,"Midwest",5,5,6,6,2,1,2,2,3,2,2,4,2,6,28,6,1,2
2017,840,840043,7,7,7,6,3,3,3,2,1,2,34,6,5,2,2,1,2,4,"South",7,7,6,7,2,2,2,3,4,3,3,4,3,4,34,6,5,2
2017,840,840005,6,9,7,6,4,4,4,2,2,3,35,4,1,2,2,2,2,3,"West",9,7,6,8,1,1,1,3,3,2,3,3,3,5,35,4,1,2
2017,840,840049,6,5,8,6,2,3,3,4,3,4,55,3,1,5,3,2,3,5,"Midwest",5,8,6,6,3,2,2,1,2,1,2,3,2,5,55,3,1,5
2017,840,840043,9,7,7,6,4,4,4,2,1,2,56,3,5,7,2,2,2,4,"South",7,7,6,7,1,1,1,3,4,3,3,3,3,2,56,3,5,7
2017,840,840012,5,5,5,6,4,4,3,3,2,3,33,3,2,7,2,1,2,4,"West",5,5,6,7,1,1,2,2,3,2,3,4,3,6,33,3,2,7
2017,840,840003,8,2,2,6,4,4,4,2,2,2,56,4,5,7,2,2,2,7,"West",2,2,6,4,1,1,1,3,3,3,3,3,3,3,56,4,5,7
2017,840,840033,4,5,5,6,3,3,3,2,3,4,50,3,1,4,3,2,2,5,"South",5,5,6,6,2,2,2,3,2,1,2,3,3,7,50,3,1,4
2017,840,840010,6,8,8,6,4,3,3,2,1,3,20,5,1,2,2,1,2,6,"South",8,8,6,5,1,2,2,3,4,2,3,4,3,5,20,5,1,2
2017,840,840013,7,7,8,6,3,3,3,2,2,3,34,7,2,3,3,2,3,7,"Midwest",7,8,6,4,2,2,2,3,3,2,2,3,2,4,34,7,2,3
2017,840,840043,8,7,7,6,2,2,4,2,2,3,50,4,5,2,2,1,2,9,"South",7,7,6,2,3,3,1,3,3,2,3,4,3,3,50,4,5,2
2017,840,840033,6,5,5,6,3,3,3,2,2,3,23,3,1,6,3,1,2,5,"South",5,5,6,6,2,2,2,3,3,2,2,4,3,5,23,3,1,6
2017,840,840025,8,7,8,6,2,4,4,1,1,2,77,8,5,2,1,1,1,4,"Midwest",7,8,6,7,3,1,1,4,4,3,4,4,4,3,77,8,5,2
2017,840,840036,5,5,5,6,3,3,3,2,1,3,25,3,1,5,3,1,2,6,"South",5,5,6,5,2,2,2,3,4,2,2,4,3,6,25,3,1,5
2017,840,840017,7,7,7,6,3,3,3,3,2,3,61,7,5,4,2,1,2,5,"South",7,7,6,6,2,2,2,2,3,2,3,4,3,4,61,7,5,4
2017,840,840022,6,6,6,6,3,4,4,4,2,3,22,6,1,7,2,2,2,6,"Midwest",6,6,6,5,2,1,1,1,3,2,3,3,3,5,22,6,1,7
2017,840,840032,3,4,6,6,1,3,2,2,2,2,59,4,1,6,2,2,2,7,"Northeast",4,6,6,4,4,2,3,3,3,3,3,3,3,8,59,4,1,6
2017,840,840049,6,4,7,6,3,4,4,2,1,3,47,5,1,7,3,2,2,1,"Midwest",4,7,6,10,2,1,1,3,4,2,2,3,3,5,47,5,1,7
2017,840,840038,5,9,9,6,3,3,3,2,2,3,52,3,1,6,3,1,3,5,"Northeast",9,9,6,6,2,2,2,3,3,2,2,4,2,6,52,3,1,6
2017,840,840013,3,6,7,6,2,3,3,3,2,4,57,3,3,2,2,1,2,7,"Midwest",6,7,6,4,3,2,2,2,3,1,3,4,3,8,57,3,3,2
2017,840,840035,6,6,6,6,3,2,2,2,2,2,34,4,1,4,3,2,3,6,"Midwest",6,6,6,5,2,3,3,3,3,3,2,3,2,5,34,4,1,4
2017,840,840038,5,4,6,6,3,3,3,3,2,4,52,0,1,6,3,3,3,5,"Northeast",4,6,6,6,2,2,2,2,3,1,2,2,2,6,52,0,1,6
2017,840,840013,7,5,5,6,4,3,3,1,1,3,50,3,1,7,2,1,2,4,"Midwest",5,5,6,7,1,2,2,4,4,2,3,4,3,4,50,3,1,7
2017,840,840030,7,6,7,6,3,4,3,2,2,2,23,6,1,7,2,1,2,1,"Northeast",6,7,6,10,2,1,2,3,3,3,3,4,3,4,23,6,1,7
2017,840,840030,4,7,6,6,2,3,3,2,1,2,66,6,4,2,2,1,2,5,"Northeast",7,6,6,6,3,2,2,3,4,3,3,4,3,7,66,6,4,2
2017,840,840038,4,3,1,6,4,3,4,3,2,3,53,3,1,6,2,1,2,5,"Northeast",3,1,6,6,1,2,1,2,3,2,3,4,3,7,53,3,1,6
2017,840,840046,2,7,5,6,3,3,3,1,1,3,57,3,5,4,4,1,3,5,"South",7,5,6,6,2,2,2,4,4,2,1,4,2,9,57,3,5,4
2017,840,840021,9,6,7,6,3,4,3,2,1,2,20,4,5,4,2,1,2,2,"Northeast",6,7,6,9,2,1,2,3,4,3,3,4,3,2,20,4,5,4
2017,840,840009,4,8,6,6,3,3,3,3,2,2,45,6,5,7,2,2,2,4,"South",8,6,6,7,2,2,2,2,3,3,3,3,3,7,45,6,5,7
2017,840,840030,2,6,6,6,3,4,3,2,2,2,59,6,5,7,2,2,2,6,"Northeast",6,6,6,5,2,1,2,3,3,3,3,3,3,9,59,6,5,7
2017,840,840013,4,5,5,6,2,3,3,1,1,2,50,3,2,6,2,1,2,5,"Midwest",5,5,6,6,3,2,2,4,4,3,3,4,3,7,50,3,2,6
2017,840,840040,4,7,6,6,3,2,2,1,1,3,36,6,4,3,3,1,3,9,"South",7,6,6,2,2,3,3,4,4,2,2,4,2,7,36,6,4,3
2017,840,840026,10,6,5,6,1,4,4,1,1,2,62,4,1,2,2,1,2,10,"West",6,5,6,1,4,1,1,4,4,3,3,4,3,1,62,4,1,2
2017,840,840005,9,10,9,6,2,3,3,3,2,3,63,4,1,7,3,2,3,1,"West",10,9,6,10,3,2,2,2,3,2,2,3,2,2,63,4,1,7
2017,840,840043,4,5,7,6,3,3,2,2,2,3,29,7,1,4,3,1,2,7,"South",5,7,6,4,2,2,3,3,3,2,2,4,3,7,29,7,1,4
2017,840,840025,3,1,5,6,4,4,4,4,3,4,44,4,1,6,3,3,2,6,"Midwest",1,5,6,5,1,1,1,1,2,1,2,2,3,8,44,4,1,6
2017,840,840031,6,3,6,6,3,3,3,1,1,2,19,4,1,7,1,1,1,6,"West",3,6,6,5,2,2,2,4,4,3,4,4,4,5,19,4,1,7
2017,840,840005,6,8,7,6,3,3,3,2,2,3,26,3,3,7,2,1,2,3,"West",8,7,6,8,2,2,2,3,3,2,3,4,3,5,26,3,3,7
2017,840,840043,7,8,8,6,4,3,2,2,2,3,33,4,1,4,2,2,2,4,"South",8,8,6,7,1,2,3,3,3,2,3,3,3,4,33,4,1,4
2017,840,840005,1,6,5,6,2,3,3,2,2,4,32,6,1,2,2,2,3,8,"West",6,5,6,3,3,2,2,3,3,1,3,3,2,10,32,6,1,2
2017,840,840043,6,6,5,6,4,4,4,4,3,4,27,5,1,3,3,3,3,6,"South",6,5,6,5,1,1,1,1,2,1,2,2,2,5,27,5,1,3
2017,840,840005,8,7,7,6,2,3,2,2,1,3,19,3,1,1,2,1,2,9,"West",7,7,6,2,3,2,3,3,4,2,3,4,3,3,19,3,1,1
2017,840,840031,3,7,7,6,4,3,4,2,2,3,45,5,5,1,2,1,2,5,"West",7,7,6,6,1,2,1,3,3,2,3,4,3,8,45,5,5,1
2017,840,840013,4,5,8,6,4,3,3,2,2,4,40,7,5,3,2,3,2,1,"Midwest",5,8,6,10,1,2,2,3,3,1,3,2,3,7,40,7,5,3
2017,840,840010,5,5,6,6,4,3,3,2,2,3,30,3,1,1,3,1,3,10,"South",5,6,6,1,1,2,2,3,3,2,2,4,2,6,30,3,1,1
2017,840,840009,3,6,8,6,3,3,3,2,2,3,66,6,5,7,2,1,2,8,"South",6,8,6,3,2,2,2,3,3,2,3,4,3,8,66,6,5,7
2017,840,840043,6,8,8,6,3,3,3,2,2,3,37,4,1,4,2,2,2,5,"South",8,8,6,6,2,2,2,3,3,2,3,3,3,5,37,4,1,4
2017,840,840022,7,6,3,6,4,3,2,3,2,4,47,3,1,7,4,1,4,5,"Midwest",6,3,6,6,1,2,3,2,3,1,1,4,1,4,47,3,1,7
2017,840,840043,8,10,10,7,3,3,3,2,2,3,73,3,1,6,3,1,2,6,"South",10,10,7,5,2,2,2,3,3,2,2,4,3,3,73,3,1,6
2017,840,840042,4,10,10,7,2,3,3,2,2,4,27,4,1,7,3,1,3,4,"South",10,10,7,7,3,2,2,3,3,1,2,4,2,7,27,4,1,7
2017,840,840038,3,4,4,7,2,3,3,1,2,2,58,3,5,6,2,1,2,3,"Northeast",4,4,7,8,3,2,2,4,3,3,3,4,3,8,58,3,5,6
2017,840,840035,2,6,7,7,2,3,3,2,2,3,58,3,2,2,2,1,2,5,"Midwest",6,7,7,6,3,2,2,3,3,2,3,4,3,9,58,3,2,2
2017,840,840010,3,6,4,7,3,3,3,3,2,3,48,7,1,2,2,2,2,5,"South",6,4,7,6,2,2,2,2,3,2,3,3,3,8,48,7,1,2
2017,840,840013,6,5,5,7,1,2,3,3,2,4,33,5,1,1,3,1,3,8,"Midwest",5,5,7,3,4,3,2,2,3,1,2,4,2,5,33,5,1,1
2017,840,840036,3,8,9,7,4,4,4,2,1,3,31,6,1,3,2,1,2,3,"South",8,9,7,8,1,1,1,3,4,2,3,4,3,8,31,6,1,3
2017,840,840022,7,8,8,7,2,3,3,1,1,3,35,6,2,4,3,1,3,3,"Midwest",8,8,7,8,3,2,2,4,4,2,2,4,2,4,35,6,2,4
2017,840,840014,7,7,7,7,2,3,4,2,2,3,47,6,2,2,3,2,3,5,"Midwest",7,7,7,6,3,2,1,3,3,2,2,3,2,4,47,6,2,2
2017,840,840023,5,5,5,7,3,3,3,3,2,3,19,5,2,3,2,2,2,6,"Midwest",5,5,7,5,2,2,2,2,3,2,3,3,3,6,19,5,2,3
2017,840,840009,4,7,8,7,2,3,3,2,2,3,38,4,5,6,2,2,2,7,"South",7,8,7,4,3,2,2,3,3,2,3,3,3,7,38,4,5,6
2017,840,840009,2,9,8,7,3,3,3,2,2,3,40,3,1,6,2,1,2,5,"South",9,8,7,6,2,2,2,3,3,2,3,4,3,9,40,3,1,6
2017,840,840013,4,5,4,7,3,3,3,2,1,2,45,4,1,7,2,2,2,1,"Midwest",5,4,7,10,2,2,2,3,4,3,3,3,3,7,45,4,1,7
2017,840,840005,4,7,4,7,2,3,3,2,2,3,28,7,1,4,2,1,2,4,"West",7,4,7,7,3,2,2,3,3,2,3,4,3,7,28,7,1,4
2017,840,840047,7,8,9,7,4,3,4,2,1,3,42,4,4,4,2,2,2,6,"West",8,9,7,5,1,2,1,3,4,2,3,3,3,4,42,4,4,4
2017,840,840046,6,8,8,7,4,3,4,3,2,3,45,6,1,7,2,1,2,2,"South",8,8,7,9,1,2,1,2,3,2,3,4,3,5,45,6,1,7
2017,840,840031,7,6,4,7,3,3,3,2,2,3,51,6,2,2,3,2,3,5,"West",6,4,7,6,2,2,2,3,3,2,2,3,2,4,51,6,2,2
2017,840,840033,6,7,8,7,3,3,3,3,2,3,20,3,1,1,3,2,3,4,"South",7,8,7,7,2,2,2,2,3,2,2,3,2,5,20,3,1,1
